"X","Y","year","book_name","bu_acre","prev_crop","rm","stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","tfactor","gdd_0_500_dayl..s.","gdd_0_500_no_weeks_in_period","gdd_0_500_prcp..mm.day.","gdd_0_500_srad..W.m.2.","gdd_0_500_swe..kg.m.2.","gdd_0_500_tmax..deg.c.","gdd_0_500_tmean..deg.c.","gdd_0_500_tmin..deg.c.","gdd_0_500_vp..Pa.","gdd_1001_1500_dayl..s.","gdd_1001_1500_no_weeks_in_period","gdd_1001_1500_prcp..mm.day.","gdd_1001_1500_srad..W.m.2.","gdd_1001_1500_swe..kg.m.2.","gdd_1001_1500_tmax..deg.c.","gdd_1001_1500_tmean..deg.c.","gdd_1001_1500_tmin..deg.c.","gdd_1001_1500_vp..Pa.","gdd_1501_2000_dayl..s.","gdd_1501_2000_no_weeks_in_period","gdd_1501_2000_prcp..mm.day.","gdd_1501_2000_srad..W.m.2.","gdd_1501_2000_swe..kg.m.2.","gdd_1501_2000_tmax..deg.c.","gdd_1501_2000_tmean..deg.c.","gdd_1501_2000_tmin..deg.c.","gdd_1501_2000_vp..Pa.","gdd_501_1000_dayl..s.","gdd_501_1000_no_weeks_in_period","gdd_501_1000_prcp..mm.day.","gdd_501_1000_srad..W.m.2.","gdd_501_1000_swe..kg.m.2.","gdd_501_1000_tmax..deg.c.","gdd_501_1000_tmean..deg.c.","gdd_501_1000_tmin..deg.c.","gdd_501_1000_vp..Pa.","corn_yield_bu","pct_planted_10","pct_planted_25","pct_planted_50","pct_planted_75","pct_planted_90"
-103.582051,41.804706,2018,"Gering-NE",110.935629807043,"corn",99,31157,24.5789746311376,49.0221318583175,38.4110443738022,12.5668237678803,119.655290119029,0.426885006989962,0.428293329597905,7.87101942103807,4.86564464254696,52173.255,4,168,418.85715,0,24.5535725,16.82143,9.08928625,1044.28565,53370.5166666667,3,62,410.5143,0,32.5,24.42857,16.35714,1876.19066666667,50753.83,4,34,410.971425,0,29.9285725,21.8214275,13.714285,1579.99975,54024.685,4,60,417.485725,0,29.660715,21.19643,12.7321425,1481.42875,194.8,15,16,18,20,21
-103.601074,41.806808,2017,"Morrill-NE",246.8,"corn",99,31157,24.5789746311376,49.0221318583175,38.4110443738022,12.5668237678803,119.655290119029,0.426885006989962,0.428293329597905,7.87101942103807,4.86564464254696,52481.826,5,97,433.64572,0,23.171428,15.371426,7.5714278,957.71426,52794.5166666667,3,31,405.4857,0,33.97619,25.5595233333333,17.1428566666667,1828.57166666667,50293.03,3,44,387.504766666667,0,28.5,20.8095266666667,13.1190466666667,1441.90466666667,54061.715,4,43,458.4,0,30.2678575,21.4821425,12.6964275,1385.7145,183.3,16,17,18,20,21
-97.189,43.568,2016,"LakeVermillion-SD",247.254794466429,"corn",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53518.63,4,125,411.54285,0,22.6428575,16.151785,9.66071575,1228.5714,53469.26,3,58,376.076166666667,0,30.02381,23.6547633333333,17.2857166666667,2013.333,50770.2866666667,3,42,381.409533333333,0,29.02381,22.7380933333333,16.4523833333333,1887.619,54826.9725,4,63,404.1143,0,30.125,23.36607,16.6071425,1915.71425,178.4,16,17,19,21,22
-97.189,43.568,2016,"LakeVermillion-SD",248.310096871885,"soybean",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53518.63,4,125,411.54285,0,22.6428575,16.151785,9.66071575,1228.5714,53469.26,3,58,376.076166666667,0,30.02381,23.6547633333333,17.2857166666667,2013.333,50770.2866666667,3,42,381.409533333333,0,29.02381,22.7380933333333,16.4523833333333,1887.619,54826.9725,4,63,404.1143,0,30.125,23.36607,16.6071425,1915.71425,178.4,16,17,19,21,22
-97.189,43.568,2017,"LakeVermillion-SD",260.323419362914,"corn",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53518.63,4,77,404,0,23.2678575,16.7499975,10.23214325,1137.142975,53469.26,3,54,380.495233333333,0,31.11905,24.3690466666667,17.6190466666667,1992.381,50198.4,4,105,356.685725,0,25.482145,19.625,13.7678575,1584.28575,54826.9725,4,65,407.2,0,27.92857,21.07143,14.214285,1624.28575,171.1,16,17,19,20,21
-97.189,43.568,2017,"LakeVermillion-SD",273.400257483257,"soybean",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53518.63,4,77,404,0,23.2678575,16.7499975,10.23214325,1137.142975,53469.26,3,54,380.495233333333,0,31.11905,24.3690466666667,17.6190466666667,1992.381,50198.4,4,105,356.685725,0,25.482145,19.625,13.7678575,1584.28575,54826.9725,4,65,407.2,0,27.92857,21.07143,14.214285,1624.28575,171.1,16,17,19,20,21
-97.189,43.568,2018,"LakeVermillion-SD",252.292923785572,"corn",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53205.9433333333,3,19,403.809533333333,0,27.1190466666667,20.42857,13.7380966666667,1476.19033333333,54078.1733333333,3,78,403.657133333333,0,29.3333333333333,23.60714,17.8809533333333,2066.66666666667,51807.0866666667,3,59,396.1905,0,27.54762,21.1904733333333,14.8333333333333,1706.667,54789.945,4,181,325.828575,0,27.51786,22.1160725,16.7142875,1869.99975,177.9,16,17,19,20,21
-97.189,43.568,2018,"LakeVermillion-SD",252.0554593392,"soybean",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,53205.9433333333,3,19,403.809533333333,0,27.1190466666667,20.42857,13.7380966666667,1476.19033333333,54078.1733333333,3,78,403.657133333333,0,29.3333333333333,23.60714,17.8809533333333,2066.66666666667,51807.0866666667,3,59,396.1905,0,27.54762,21.1904733333333,14.8333333333333,1706.667,54789.945,4,181,325.828575,0,27.51786,22.1160725,16.7142875,1869.99975,177.9,16,17,19,20,21
-97.189,43.568,2019,"LakeVermillion-SD",202.936255985572,"corn",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,54543.0875,4,79,408.9143,0,25.3571425,19.2500025,13.1428575,1530.00025,52712.23,3,98,352.1524,0,28.54762,23.02381,17.5,2026.66666666667,49050.515,4,70,370.285725,0,25.9821425,20.375,14.7678575,1700,54555.43,3,92,355.9619,0,29.47619,23.86905,18.2619033333333,2118.09533333333,129.3,17,19,21,24,25
-97.189,43.568,2019,"LakeVermillion-SD",207.473528292171,"soybean",99,46087,26.6109154000818,33.7005438244422,38.3251662817931,27.9742898937647,202.831291462077,0.307429447248781,0.307925639366061,7.53218784282593,4.93406964536499,54543.0875,4,79,408.9143,0,25.3571425,19.2500025,13.1428575,1530.00025,52712.23,3,98,352.1524,0,28.54762,23.02381,17.5,2026.66666666667,49050.515,4,70,370.285725,0,25.9821425,20.375,14.7678575,1700,54555.43,3,92,355.9619,0,29.47619,23.86905,18.2619033333333,2118.09533333333,129.3,17,19,21,24,25
-95.59047,43.68106,2016,"Worthington-MN",235.127916607886,"corn",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,52662.8583333333,6,218,383.923833333333,0,20.0952383333333,14.119048,8.14285766666667,1120,54078.1733333333,3,105,377.904766666667,0,27.04762,20.8571433333333,14.6666666666667,1693.33366666667,51272.23,4,36,380.8,0,28.285715,22.4732125,16.6607125,1930.00025,54901.03,3,93,402.438066666667,0,29.45238,22.95238,16.4523833333333,1893.333,187.4,15,16,17,19,20
-95.59047,43.68106,2016,"Worthington-MN",239.832044790171,"soybean",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,52662.8583333333,6,218,383.923833333333,0,20.0952383333333,14.119048,8.14285766666667,1120,54078.1733333333,3,105,377.904766666667,0,27.04762,20.8571433333333,14.6666666666667,1693.33366666667,51272.23,4,36,380.8,0,28.285715,22.4732125,16.6607125,1930.00025,54901.03,3,93,402.438066666667,0,29.45238,22.95238,16.4523833333333,1893.333,187.4,15,16,17,19,20
-95.59047,43.68106,2017,"Worthington-MN",274.139166914485,"corn",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,53518.63,4,87,406.628575,0,22.2678575,16.080359,9.8928565,1191.4286,53061.945,4,32,388.22855,0,28.375,22.026785,15.67857,1801.4285,48453.12,5,189,356.75428,0,23.657142,17.921428,12.1857146,1437.7144,54826.9725,4,126,394.5143,0,26.5535725,20.2946425,14.0357125,1638.57175,193.4,16,17,19,20,21
-95.59047,43.68106,2017,"Worthington-MN",282.596876962714,"soybean",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,53518.63,4,87,406.628575,0,22.2678575,16.080359,9.8928565,1191.4286,53061.945,4,32,388.22855,0,28.375,22.026785,15.67857,1801.4285,48453.12,5,189,356.75428,0,23.657142,17.921428,12.1857146,1437.7144,54826.9725,4,126,394.5143,0,26.5535725,20.2946425,14.0357125,1638.57175,193.4,16,17,19,20,21
-95.59047,43.68106,2018,"Worthington-MN",239.794445953543,"corn",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,52778.0575,4,109,392.34285,0.28571425,24.9285725,18.4910725,12.0535715,1440,54078.1733333333,3,141,383.695266666667,0,28.2380933333333,22.7500033333333,17.2619033333333,1979.04766666667,51807.0866666667,3,52,406.5524,0,26.2619033333333,20.2380933333333,14.2142866666667,1638.09533333333,54789.945,4,253,323.771425,0,26.517855,21.4464275,16.375,1881.4285,168.7,16,17,18,20,21
-95.59047,43.68106,2018,"Worthington-MN",253.198535795229,"soybean",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,52778.0575,4,109,392.34285,0.28571425,24.9285725,18.4910725,12.0535715,1440,54078.1733333333,3,141,383.695266666667,0,28.2380933333333,22.7500033333333,17.2619033333333,1979.04766666667,51807.0866666667,3,52,406.5524,0,26.2619033333333,20.2380933333333,14.2142866666667,1638.09533333333,54789.945,4,253,323.771425,0,26.517855,21.4464275,16.375,1881.4285,168.7,16,17,18,20,21
-95.59047,43.68106,2019,"Worthington-MN",141.629103328115,"corn",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,54278.95,5,156,381.5314,0,22.314286,16.721428,11.1285714,1362.28578,52712.23,3,92,364.6476,0,26.8571433333333,21.69048,16.52381,1910.476,48453.12,5,49,383.17716,0,24.885714,18.849998,12.814286,1500.5716,54555.43,3,118,355.047633333333,0,28.02381,22.72619,17.42857,2001.905,150.4,16,18,20,22,23
-95.59047,43.68106,2019,"Worthington-MN",194.220608446543,"soybean",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,54278.95,5,156,381.5314,0,22.314286,16.721428,11.1285714,1362.28578,52712.23,3,92,364.6476,0,26.8571433333333,21.69048,16.52381,1910.476,48453.12,5,49,383.17716,0,24.885714,18.849998,12.814286,1500.5716,54555.43,3,118,355.047633333333,0,28.02381,22.72619,17.42857,2001.905,150.4,16,18,20,22,23
-95.685,43.5052,2018,"Bigelow-MN",198.9,"corn",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,52778.0575,4,109,392.34285,0.28571425,24.9285725,18.4910725,12.0535715,1440,54078.1733333333,3,141,383.695266666667,0,28.2380933333333,22.7500033333333,17.2619033333333,1979.04766666667,51807.0866666667,3,52,406.5524,0,26.2619033333333,20.2380933333333,14.2142866666667,1638.09533333333,54789.945,4,253,323.771425,0,26.517855,21.4464275,16.375,1881.4285,168.7,16,17,18,20,21
-95.4686,43.6986,2017,"Brewster-MN",224,"soybean",99,27105,32.5616357782682,32.081434087593,41.4628869560602,26.4556789563468,316.926167658338,0.331010346357866,0.331857707826673,7.40112323694512,4.85418821009247,53518.63,4,87,406.628575,0,22.2678575,16.080359,9.8928565,1191.4286,53061.945,4,32,388.22855,0,28.375,22.026785,15.67857,1801.4285,48453.12,5,189,356.75428,0,23.657142,17.921428,12.1857146,1437.7144,54826.9725,4,126,394.5143,0,26.5535725,20.2946425,14.0357125,1638.57175,193.4,16,17,19,20,21
-84.572856,40.801842,2017,"VanWert-OH",122.606012181086,"corn",99,39161,20.8275565836468,18.5254844812118,42.523582301516,38.9509332172722,225.892561255528,0.30747809799318,0.307966323423594,7.22957062527683,4.04813539722332,52506.5125,4,104,414.971425,0,24.839285,18.5803575,12.32143,1460,53008.46,3,150,376.228566666667,0,28.52381,23.22619,17.9285733333333,2074.28566666667,50506.9725,4,79,414.514275,0,27.44643,21.4642875,15.4821425,1775.7145,53732.57,3,91,374.400033333333,0,28.11905,22.4166666666667,16.7142866666667,1935.23833333333,173.5,16,17,19,21,22
-84.572856,40.801842,2017,"VanWert-OH",110.373725698972,"soybean",99,39161,20.8275565836468,18.5254844812118,42.523582301516,38.9509332172722,225.892561255528,0.30747809799318,0.307966323423594,7.22957062527683,4.04813539722332,52506.5125,4,104,414.971425,0,24.839285,18.5803575,12.32143,1460,53008.46,3,150,376.228566666667,0,28.52381,23.22619,17.9285733333333,2074.28566666667,50506.9725,4,79,414.514275,0,27.44643,21.4642875,15.4821425,1775.7145,53732.57,3,91,374.400033333333,0,28.11905,22.4166666666667,16.7142866666667,1935.23833333333,173.5,16,17,19,21,22
-96.66997,43.90588,2016,"Trent-SD",236.45,"soybean",99,46101,29.013989997234,21.2772894799513,51.7839990759475,26.9387114441012,235.004933638627,0.359471931265331,0.361530138244124,7.47106066279251,4.79990266641338,53642.0575,4,112,408.228575,0,21.8928575,15.61607275,9.33928825,1181.428675,53617.37,3,110,353.371433333333,0,28.7142866666667,22.6904733333333,16.66667,1937.14266666667,50309.485,4,128,363.54285,0,27.339285,21.4375,15.5357175,1788.5715,54901.0275,4,60,407.885725,0,29.07143,22.3125,15.55357,1797.14275,223.8,16,17,19,21,22
-88.758715,44.560839,2016,"Clintonville-WI",250.289252198229,"corn",99,55135,20.8436013706608,66.7338405791058,20.007034256836,13.2591251640582,482.532489047328,0.186437029363571,0.210579894389415,6.60348555392395,4.67523462260407,54111.088,5,181,387.01714,0,22.942856,16.3357132,9.7285708,1251.4286,53333.4875,4,105,354.9714,0,27.9464275,22.1874975,16.4285725,1888.5715,49848.6866666667,3,70,348.800033333333,0,27.8333333333333,22.1071433333333,16.38095,1895.238,55180.8,3,64,396.647633333333,0,26.59524,20.25,13.90476,1607.619,157.9,16,17,19,20,21
-88.758715,44.560839,2016,"Clintonville-WI",257.3541321318,"soybean",99,55135,20.8436013706608,66.7338405791058,20.007034256836,13.2591251640582,482.532489047328,0.186437029363571,0.210579894389415,6.60348555392395,4.67523462260407,54111.088,5,181,387.01714,0,22.942856,16.3357132,9.7285708,1251.4286,53333.4875,4,105,354.9714,0,27.9464275,22.1874975,16.4285725,1888.5715,49848.6866666667,3,70,348.800033333333,0,27.8333333333333,22.1071433333333,16.38095,1895.238,55180.8,3,64,396.647633333333,0,26.59524,20.25,13.90476,1607.619,157.9,16,17,19,20,21
-94.774798,43.130598,2018,"Emmetsburg-IA",215.946247252372,"corn",99,19147,33.0767183398543,39.5190872882218,36.3821624248496,24.0987502869286,402.786894784632,0.303804713170438,0.304363399055897,7.47105237463232,4.79650889766957,52543.54,4,129,384.1143,0,25.8392825,19.5089275,13.17857225,1557.14275,54292.1133333333,3,133,372.571433333333,0,29.09524,23.8571433333333,18.6190466666667,2148.57133333333,52481.8266666667,3,8,434.4381,0,27.6190466666667,21.4642833333333,15.3095233333333,1752.38133333333,54440.23,3,190,334.171433333333,0,27.92857,22.52381,17.11905,1979.04766666667,157.9,15,16,18,19,20
-94.774798,43.130598,2018,"Emmetsburg-IA",214.6057093422,"soybean",99,19147,33.0767183398543,39.5190872882218,36.3821624248496,24.0987502869286,402.786894784632,0.303804713170438,0.304363399055897,7.47105237463232,4.79650889766957,52543.54,4,129,384.1143,0,25.8392825,19.5089275,13.17857225,1557.14275,54292.1133333333,3,133,372.571433333333,0,29.09524,23.8571433333333,18.6190466666667,2148.57133333333,52481.8266666667,3,8,434.4381,0,27.6190466666667,21.4642833333333,15.3095233333333,1752.38133333333,54440.23,3,190,334.171433333333,0,27.92857,22.52381,17.11905,1979.04766666667,157.9,15,16,18,19,20
-94.774798,43.130598,2019,"Emmetsburg-IA",218.692514032458,"corn",99,19147,33.0767183398543,39.5190872882218,36.3821624248496,24.0987502869286,402.786894784632,0.303804713170438,0.304363399055897,7.47105237463232,4.79650889766957,53518.628,5,160,391.95428,0,23.2,17.192854,11.1857144,1363.4284,53238.8566666667,3,83,374.4,0,28.59524,23.20238,17.8095233333333,2055.23833333333,50074.97,4,56,385.7143,0,26.5,20.776785,15.0535725,1718.57125,54522.5133333333,3,104,342.857133333333,0,27.61905,22.3809533333333,17.1428566666667,1971.42866666667,198.3,15,17,19,21,22
-94.774798,43.130598,2019,"Emmetsburg-IA",234.318287267743,"soybean",99,19147,33.0767183398543,39.5190872882218,36.3821624248496,24.0987502869286,402.786894784632,0.303804713170438,0.304363399055897,7.47105237463232,4.79650889766957,53518.628,5,160,391.95428,0,23.2,17.192854,11.1857144,1363.4284,53238.8566666667,3,83,374.4,0,28.59524,23.20238,17.8095233333333,2055.23833333333,50074.97,4,56,385.7143,0,26.5,20.776785,15.0535725,1718.57125,54522.5133333333,3,104,342.857133333333,0,27.61905,22.3809533333333,17.1428566666667,1971.42866666667,198.3,15,17,19,21,22
-94.672404,43.097396,2016,"Emmetsburg-IA",218.12,"soybean",99,19147,33.0767183398543,39.5190872882218,36.3821624248496,24.0987502869286,402.786894784632,0.303804713170438,0.304363399055897,7.47105237463232,4.79650889766957,52866.924,5,105,411.24572,0,22.957142,16.52857,10.1000002,1265.14274,53847.77,3,140,369.523833333333,0,27.5,21.5595233333333,15.61905,1790.476,51609.6,3,8,385.219033333333,0,28.7380933333333,23.1904766666667,17.6428566666667,2047.619,54588.3433333333,3,37,407.466666666667,0,30.52381,23.9761933333333,17.42857,2009.52366666667,196,15,16,18,19,20
-93.119962,43.146982,2017,"MasonCity-IA",238.903167859714,"soybean",99,19033,30.7608585870619,41.047707845514,36.0698105223303,22.8824816321557,491.246196110137,0.30111140373204,0.304985438361607,6.97632815059605,4.48211714399487,52866.924,5,108,416.45716,0,23.085714,16.478572,9.8714284,1250.2856,53518.6275,4,74,381.028575,0,28.4642825,22.553575,16.6428575,1907.14275,50074.97,4,84,375.428575,0,25.125,19.25893,13.392855,1548.57125,54588.3433333333,3,102,378.209533333333,0,26.95238,20.69048,14.42857,1687.619,208.9,16,17,18,20,21
-93.119962,43.146982,2018,"MasonCity-IA",191.936205942172,"corn",99,19033,30.7608585870619,41.047707845514,36.0698105223303,22.8824816321557,491.246196110137,0.30111140373204,0.304985438361607,6.97632815059605,4.48211714399487,52543.54,4,106,374.971425,0,25.410715,19.160715,12.9107125,1530,54292.1133333333,3,95,382.628566666667,0,28.6666666666667,23.1904733333333,17.7142866666667,2036.19033333333,52025.1425,4,117,388.8,0,26.7857125,21.0624975,15.339285,1751.4285,54440.23,3,225,330.209533333333,0,27.02381,21.70238,16.3809533333333,1891.42866666667,184.4,15,16,18,19,20
